,brewery_name,review_overall,beer_style,beer_name,beer_abv,beer_brew_name,unique_id,user_id
950,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4472
951,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,645
952,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1091
953,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,705
954,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2857
955,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3061
956,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6318
957,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1183
958,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7541
959,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,539
960,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9465
961,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,315
962,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9077
963,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7090
964,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1810
965,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7675
966,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2214
967,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9383
968,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7340
969,Amstel Brouwerij B. V.,4.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7690
970,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5987
971,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7723
972,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6229
973,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,556
974,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9279
975,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7517
976,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9661
977,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8139
978,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1820
979,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7281
980,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9289
981,Amstel Brouwerij B. V.,4.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8686
982,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1675
983,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3090
984,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,608
985,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7481
986,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4913
987,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9006
988,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3423
989,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6050
990,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7416
991,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7937
992,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,112
993,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,161
994,Amstel Brouwerij B. V.,4.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9053
995,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,680
996,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,418
997,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1629
998,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7589
999,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5166
1000,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1766
1001,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9514
1002,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2259
1003,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4967
1004,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2648
1005,Amstel Brouwerij B. V.,4.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8309
1006,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,406
1007,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3344
1008,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7767
1009,Amstel Brouwerij B. V.,4.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2032
1010,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2746
1011,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2536
1012,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6781
1013,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8797
1014,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5841
1015,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10530
1016,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,211
1017,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7790
1018,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1581
1019,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1641
1020,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9394
1021,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2855
1022,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5356
1023,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1384
1024,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9757
1025,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7080
1026,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4972
1027,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7927
1028,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6726
1029,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6000
1030,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3080
1031,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5988
1032,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8112
1033,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,496
1034,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2720
1035,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8720
1036,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6822
1037,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,374
1038,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4453
1039,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4043
1040,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4111
1041,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,932
1042,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7023
1043,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8473
1044,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5716
1045,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5478
1046,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4919
1047,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1416
1048,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3447
1049,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,846
1050,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1883
1051,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3552
1052,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4842
1053,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,857
1054,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7793
1055,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,203
1056,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7859
1057,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,360
1058,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2290
1059,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6388
1060,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10526
1061,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3754
1062,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9273
1063,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7823
1064,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4742
1065,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10056
1066,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10454
1067,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5795
1068,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7333
1069,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1223
1070,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2517
1071,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5852
1072,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6089
1073,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3183
1074,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3192
1075,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,59
1076,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7838
1077,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2052
1078,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,567
1079,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9231
1080,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4909
1081,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7918
1082,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,671
1083,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5187
1084,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9029
1085,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10104
1086,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7662
1087,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9178
1088,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8274
1089,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,576
1090,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,952
1091,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6955
1092,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4748
1093,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5163
1094,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,274
1095,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,268
1096,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7511
1097,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8355
1098,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4469
1099,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10647
1100,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10229
1101,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6216
1102,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8064
1103,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4959
1104,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5694
1105,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7983
1106,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10318
1107,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7496
1108,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3183
1109,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10212
1110,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8413
1111,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5775
1112,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4540
1113,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,502
1114,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4263
1115,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,526
1116,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10323
1117,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1515
1118,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6849
1119,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1465
1120,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8943
1121,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,888
1122,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2391
1123,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4735
1124,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5297
1125,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2735
1126,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9734
1127,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,1452
1128,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10486
1129,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,2068
1130,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8168
1131,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6779
1132,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9106
1133,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10313
1134,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9670
1135,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9737
1136,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3631
1137,Amstel Brouwerij B. V.,1.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8254
1138,Amstel Brouwerij B. V.,3.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7113
1139,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5531
1140,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6871
1141,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5733
1142,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6857
1143,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4359
1144,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5407
1145,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6456
1146,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8962
1147,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,3923
1148,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,6884
1149,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4557
1150,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10554
1151,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7169
1152,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4556
1153,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,7154
1154,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,8808
1155,Amstel Brouwerij B. V.,3.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,9213
1156,Amstel Brouwerij B. V.,2.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5032
1157,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5989
1158,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10464
1159,Amstel Brouwerij B. V.,1.5,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,4606
1160,Amstel Brouwerij B. V.,4.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,5139
1161,Amstel Brouwerij B. V.,2.0,Light Lager,Amstel Light,3.5,Amstel Light (Amstel Brouwerij B. V.),1,10687
